,online,reservations,rating,votes,location,rest_type,cost_for_two,type
0,Yes,Yes,4.1,775,Banashankari,Casual Dining,800,Buffet
1,Yes,No,4.1,787,Banashankari,Casual Dining,800,Buffet
2,Yes,No,3.8,918,Banashankari,Other,800,Buffet
3,No,No,3.7,88,Banashankari,Quick Bites,300,Buffet
4,No,No,3.8,166,Basavanagudi,Casual Dining,600,Buffet
5,Yes,No,3.8,286,Basavanagudi,Casual Dining,600,Buffet
6,No,No,3.6,8,Mysore Road,Casual Dining,800,Buffet
7,Yes,Yes,4.6,2556,Banashankari,Other,600,Cafes
8,Yes,No,4.0,324,Banashankari,Cafe,700,Cafes
9,Yes,No,4.2,504,Banashankari,Cafe,550,Cafes
10,Yes,No,4.1,402,Banashankari,Cafe,500,Cafes
11,Yes,Yes,4.2,150,Banashankari,Cafe,600,Cafes
12,Yes,Yes,4.2,164,Banashankari,Cafe,500,Cafes
13,No,No,4.0,424,Banashankari,Cafe,450,Cafes
14,Yes,No,3.8,918,Banashankari,Other,800,Cafes
15,Yes,No,3.8,90,Banashankari,Cafe,650,Cafes
16,Yes,No,3.9,133,Banashankari,Cafe,800,Cafes
17,Yes,No,3.8,144,Banashankari,Cafe,700,Cafes
18,No,No,3.9,93,Banashankari,Cafe,300,Cafes
19,Yes,No,3.1,13,Banashankari,Cafe,400,Cafes
20,Yes,No,3.0,62,Banashankari,Cafe,400,Cafes
21,Yes,No,3.7,180,Banashankari,Cafe,500,Cafes
22,No,No,3.6,28,Banashankari,Cafe,900,Cafes
23,Yes,No,3.6,62,Banashankari,Other,600,Cafes
24,No,No,3.7,31,Banashankari,Cafe,300,Cafes
25,No,No,3.2,11,Banashankari,Cafe,600,Cafes
26,Yes,No,3.8,75,Banashankari,Other,200,Cafes
27,No,No,3.3,4,Banashankari,Cafe,500,Cafes
28,No,No,3.3,23,Banashankari,Cafe,550,Cafes
29,No,No,3.8,148,Basavanagudi,Other,550,Cafes
30,Yes,No,4.0,219,Basavanagudi,Cafe,600,Cafes
31,Yes,No,2.8,506,Banashankari,Quick Bites,500,Delivery
32,Yes,No,3.9,35,Banashankari,Delivery,500,Delivery
33,Yes,No,3.9,172,Banashankari,Delivery,750,Delivery
34,Yes,No,4.2,415,Banashankari,Quick Bites,500,Delivery
35,Yes,No,3.9,230,Banashankari,Delivery,650,Delivery
36,Yes,No,2.8,91,Banashankari,Quick Bites,400,Delivery
37,Yes,No,4.2,1647,Banashankari,Casual Dining,600,Delivery
38,Yes,No,4.4,4884,Jayanagar,Casual Dining,750,Delivery
39,Yes,No,4.0,17,Banashankari,Quick Bites,150,Delivery
40,Yes,No,3.8,133,Basavanagudi,Quick Bites,200,Delivery
41,No,No,3.9,28,Banashankari,Other,300,Delivery
42,Yes,No,3.9,286,Banashankari,Quick Bites,500,Delivery
43,Yes,No,3.9,540,Banashankari,Quick Bites,800,Delivery
44,Yes,Yes,4.6,2556,Banashankari,Other,600,Delivery
45,No,No,3.8,36,Banashankari,Delivery,400,Delivery
46,Yes,No,3.6,244,Kumaraswamy Layout,Quick Bites,300,Delivery
47,Yes,No,4.0,804,Kumaraswamy Layout,Casual Dining,450,Delivery
48,Yes,No,3.7,679,Rajarajeshwari Nagar,Casual Dining,850,Delivery
49,Yes,No,3.1,245,Kumaraswamy Layout,Quick Bites,300,Delivery
50,No,No,3.7,21,Banashankari,Quick Bites,450,Delivery
51,Yes,No,4.1,28,Vijay Nagar,Quick Bites,150,Delivery
52,No,No,4.3,345,Banashankari,Dessert Parlor,400,Delivery
53,Yes,No,4.0,618,Jayanagar,Casual Dining,750,Delivery
54,No,No,4.0,1047,Banashankari,Quick Bites,450,Delivery
55,Yes,No,3.9,627,Banashankari,Delivery,450,Delivery
56,Yes,No,3.8,104,Banashankari,Quick Bites,300,Delivery
57,Yes,Yes,4.2,354,Banashankari,Casual Dining,800,Delivery
58,No,No,3.6,55,Banashankari,Quick Bites,200,Delivery
59,Yes,No,3.7,17,Banashankari,Dessert Parlor,400,Delivery
60,No,No,4.2,244,Banashankari,Casual Dining,800,Delivery
61,Yes,Yes,3.6,163,Kumaraswamy Layout,Casual Dining,800,Delivery
62,Yes,No,3.8,58,Basavanagudi,Quick Bites,150,Delivery
63,No,Yes,4.0,808,Banashankari,Casual Dining,850,Delivery
64,No,No,3.7,78,Banashankari,Other,150,Delivery
65,Yes,No,4.1,1720,Basavanagudi,Quick Bites,400,Delivery
66,Yes,No,3.6,34,Jayanagar,Quick Bites,100,Delivery
67,No,No,4.1,868,Banashankari,Other,1200,Delivery
68,No,No,3.8,39,Banashankari,Bakery,300,Delivery
69,Yes,No,3.2,71,Basavanagudi,Quick Bites,600,Delivery
70,Yes,No,3.6,6,Banashankari,"Takeaway, Delivery",500,Delivery
71,No,No,4.1,520,Banashankari,Quick Bites,300,Delivery
72,No,No,2.9,84,Banashankari,Delivery,700,Delivery
73,No,No,3.6,299,Banashankari,Quick Bites,300,Delivery
74,Yes,No,4.1,558,Basavanagudi,Quick Bites,150,Delivery
75,Yes,No,3.6,28,Banashankari,Quick Bites,300,Delivery
76,No,No,3.7,22,Banashankari,Quick Bites,500,Delivery
77,No,No,3.8,39,Banashankari,Quick Bites,350,Delivery
78,Yes,No,3.8,153,Vijay Nagar,Other,500,Delivery
79,Yes,No,4.2,146,Banashankari,Other,400,Delivery
80,No,No,3.5,14,Banashankari,Other,200,Delivery
81,No,No,3.8,42,Banashankari,Casual Dining,700,Delivery
82,No,No,3.73178,0,Banashankari,Quick Bites,100,Delivery
83,No,No,4.0,66,Banashankari,Bakery,300,Delivery
84,Yes,No,4.4,4401,Jayanagar,Casual Dining,600,Delivery
85,No,No,3.5,31,Banashankari,Quick Bites,200,Delivery
86,No,No,3.5,7,Banashankari,Dessert Parlor,500,Delivery
87,No,No,3.7,21,Banashankari,Quick Bites,250,Delivery
88,No,No,3.73178,0,Banashankari,Delivery,500,Delivery
89,No,No,3.73178,0,Banashankari,"Takeaway, Delivery",400,Delivery
90,No,No,3.73178,0,Banashankari,Other,200,Delivery
91,No,No,3.2,9,Banashankari,Dessert Parlor,300,Delivery
92,No,No,2.6,283,Banashankari,Casual Dining,600,Delivery
93,No,No,3.3,62,Banashankari,Other,800,Delivery
94,No,No,3.8,64,Banashankari,Quick Bites,250,Delivery
95,No,No,3.7,39,Banashankari,Casual Dining,950,Delivery
96,No,No,3.7,65,Banashankari,Quick Bites,300,Delivery
97,Yes,No,3.8,71,Basavanagudi,Dessert Parlor,400,Delivery
98,No,No,3.5,52,Banashankari,Quick Bites,300,Delivery
99,No,No,3.7,130,Banashankari,Quick Bites,200,Delivery
100,No,No,3.5,10,Banashankari,Quick Bites,300,Delivery
101,No,No,3.8,45,Banashankari,"Takeaway, Delivery",400,Delivery
102,No,No,3.2,11,Banashankari,Cafe,600,Delivery
103,No,No,3.5,13,Banashankari,Bakery,300,Delivery
104,No,No,3.4,8,Banashankari,Quick Bites,300,Delivery
105,No,No,3.73178,0,Banashankari,"Takeaway, Delivery",250,Delivery
106,No,No,3.2,9,Banashankari,Quick Bites,300,Delivery
107,No,No,3.2,4,Banashankari,Quick Bites,300,Delivery
108,No,No,3.1,29,Banashankari,Quick Bites,150,Delivery
109,No,No,3.4,8,Banashankari,Bakery,400,Delivery
110,No,No,3.73178,0,Banashankari,Dessert Parlor,150,Delivery
111,No,No,3.73178,0,Banashankari,Bakery,300,Delivery
112,No,No,3.73178,0,Banashankari,Quick Bites,200,Delivery
113,No,No,3.73178,0,Banashankari,"Takeaway, Delivery",150,Delivery
114,No,No,3.73178,0,Banashankari,Quick Bites,250,Delivery
115,No,No,3.1,30,Banashankari,Other,1000,Delivery
116,Yes,No,4.1,201,Banashankari,Quick Bites,300,Delivery
117,No,No,3.3,7,Banashankari,Quick Bites,200,Delivery
118,No,No,3.1,6,Banashankari,Quick Bites,100,Delivery
119,No,No,3.3,17,Banashankari,Quick Bites,200,Delivery
120,No,No,2.9,25,Banashankari,Dessert Parlor,200,Delivery
121,No,No,3.73178,0,Banashankari,Delivery,400,Delivery
122,No,No,3.73178,0,Banashankari,Quick Bites,350,Delivery
123,No,No,3.3,8,Banashankari,Delivery,100,Delivery
124,No,No,3.73178,0,Banashankari,Quick Bites,150,Delivery
125,No,No,3.73178,0,Banashankari,Other,200,Delivery
126,No,No,3.73178,0,Banashankari,Other,150,Delivery
127,No,No,3.73178,0,Banashankari,Other,200,Delivery
128,No,No,3.73178,0,Banashankari,Other,350,Delivery
129,No,No,3.73178,0,Banashankari,Quick Bites,300,Delivery
130,Yes,No,4.0,771,Banashankari,Casual Dining,450,Delivery
131,No,No,3.0,98,Banashankari,Other,800,Delivery
132,Yes,No,3.9,47,Basavanagudi,Quick Bites,200,Delivery
133,Yes,Yes,4.1,175,Jayanagar,Casual Dining,500,Delivery
134,Yes,No,3.8,58,Banashankari,Quick Bites,300,Delivery
135,Yes,No,3.8,540,Basavanagudi,Casual Dining,650,Delivery
136,Yes,No,3.8,124,Kumaraswamy Layout,Quick Bites,400,Delivery
137,Yes,No,4.1,340,Banashankari,"Takeaway, Delivery",500,Delivery
138,Yes,No,3.8,505,Banashankari,Quick Bites,450,Delivery
139,Yes,No,4.1,438,Jayanagar,Dessert Parlor,500,Delivery
140,Yes,No,3.7,264,Mysore Road,Casual Dining,750,Delivery
141,Yes,No,3.9,169,Kumaraswamy Layout,Other,150,Delivery
142,Yes,No,3.0,67,Kumaraswamy Layout,Quick Bites,250,Delivery
143,Yes,No,3.7,97,Jayanagar,Quick Bites,350,Delivery
144,Yes,No,3.3,12,Basavanagudi,"Takeaway, Delivery",300,Delivery
145,Yes,No,3.3,12,Banashankari,Quick Bites,300,Delivery
146,Yes,No,3.6,195,Jayanagar,Casual Dining,800,Delivery
147,Yes,No,3.3,13,Basavanagudi,Other,300,Delivery
148,Yes,No,4.6,228,Jayanagar,Cafe,400,Delivery
149,Yes,No,4.1,70,Basavanagudi,Quick Bites,150,Delivery
150,Yes,Yes,4.1,364,Jayanagar,Casual Dining,1200,Delivery
151,Yes,No,3.7,107,Basavanagudi,Other,150,Delivery
152,Yes,No,3.2,167,Kumaraswamy Layout,Quick Bites,300,Delivery
153,Yes,No,4.0,115,Banashankari,Other,400,Delivery
154,Yes,No,3.7,27,Banashankari,"Takeaway, Delivery",400,Delivery
155,Yes,No,3.5,57,Banashankari,Quick Bites,200,Delivery
156,Yes,No,3.8,120,Banashankari,Quick Bites,250,Delivery
157,Yes,No,3.8,15,Basavanagudi,Bakery,400,Delivery
158,Yes,No,4.2,64,Basavanagudi,Quick Bites,500,Delivery
159,Yes,No,3.6,66,Banashankari,Quick Bites,150,Delivery
160,Yes,No,3.0,290,Banashankari,Quick Bites,450,Delivery
161,Yes,No,4.1,233,Basavanagudi,Quick Bites,200,Delivery
162,Yes,No,3.8,115,Kumaraswamy Layout,Quick Bites,250,Delivery
163,Yes,No,3.1,119,Banashankari,Casual Dining,700,Delivery
164,Yes,Yes,3.9,291,Jayanagar,Cafe,650,Delivery
165,Yes,No,4.5,155,Jayanagar,Other,300,Delivery
166,Yes,No,4.1,305,Kumaraswamy Layout,Casual Dining,700,Delivery
167,Yes,No,3.6,46,Banashankari,Quick Bites,500,Delivery
168,Yes,No,3.5,45,Kumaraswamy Layout,Quick Bites,350,Delivery
169,Yes,No,3.9,38,Banashankari,Dessert Parlor,150,Delivery
170,Yes,No,3.9,441,Banashankari,Quick Bites,400,Delivery
171,Yes,No,3.9,25,Basavanagudi,Quick Bites,100,Delivery
172,Yes,No,4.3,630,Jayanagar,Quick Bites,200,Delivery
173,Yes,No,3.8,25,Kumaraswamy Layout,Quick Bites,150,Delivery
174,Yes,No,3.9,160,Kumaraswamy Layout,Quick Bites,300,Delivery
175,Yes,No,4.2,287,Banashankari,Quick Bites,350,Delivery
176,Yes,No,3.6,11,Basavanagudi,Quick Bites,100,Delivery
177,Yes,No,4.1,402,Banashankari,Cafe,500,Delivery
178,Yes,No,3.8,469,Basavanagudi,Casual Dining,750,Delivery
179,Yes,No,3.3,511,Kumaraswamy Layout,Casual Dining,550,Delivery
180,Yes,No,3.9,57,Banashankari,Quick Bites,200,Delivery
181,Yes,No,3.4,14,Banashankari,Quick Bites,300,Delivery
182,Yes,No,3.9,264,Banashankari,Quick Bites,200,Delivery
183,Yes,No,3.0,62,Banashankari,Cafe,400,Delivery
184,Yes,No,3.8,693,Banashankari,Casual Dining,750,Delivery
185,Yes,No,3.8,242,Jayanagar,Casual Dining,650,Delivery
186,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,250,Delivery
187,Yes,No,4.1,163,Basavanagudi,Quick Bites,500,Delivery
188,Yes,No,4.2,191,Basavanagudi,Quick Bites,250,Delivery
189,Yes,No,3.5,32,Banashankari,Quick Bites,150,Delivery
190,Yes,No,2.5,247,Banashankari,Casual Dining,500,Delivery
191,Yes,Yes,4.1,2339,Jayanagar,Casual Dining,1500,Delivery
192,Yes,No,4.1,337,Jayanagar,Quick Bites,300,Delivery
193,Yes,No,3.9,135,Banashankari,Casual Dining,800,Delivery
194,Yes,No,3.6,105,Banashankari,Casual Dining,700,Delivery
195,Yes,No,4.2,504,Banashankari,Cafe,550,Delivery
196,Yes,No,3.2,36,Kumaraswamy Layout,Quick Bites,200,Delivery
197,Yes,No,3.1,39,Kumaraswamy Layout,Quick Bites,300,Delivery
198,Yes,No,3.1,5,Kumaraswamy Layout,Casual Dining,500,Delivery
199,Yes,No,3.73178,0,Basavanagudi,Quick Bites,300,Delivery
200,Yes,Yes,4.3,1129,Jayanagar,Casual Dining,1300,Delivery
201,Yes,No,3.9,56,Kumaraswamy Layout,Quick Bites,350,Delivery
202,Yes,No,4.3,860,Banashankari,Dessert Parlor,500,Delivery
203,Yes,No,3.8,412,Jayanagar,Casual Dining,700,Delivery
204,Yes,Yes,3.9,142,Jayanagar,Casual Dining,1000,Delivery
205,Yes,No,3.0,23,Jayanagar,Quick Bites,400,Delivery
206,Yes,No,3.6,143,Jayanagar,Casual Dining,750,Delivery
207,Yes,Yes,2.8,80,Jayanagar,Casual Dining,500,Delivery
208,Yes,No,3.6,16,JP Nagar,Casual Dining,400,Delivery
209,Yes,No,4.4,181,Jayanagar,Other,250,Delivery
210,Yes,No,3.8,70,Jayanagar,Quick Bites,200,Delivery
211,Yes,No,3.8,164,Basavanagudi,Quick Bites,600,Delivery
212,Yes,No,3.6,58,Kumaraswamy Layout,Quick Bites,650,Delivery
213,No,No,3.8,148,Basavanagudi,Other,550,Delivery
214,No,No,3.9,206,Basavanagudi,Quick Bites,450,Delivery
215,No,No,3.73178,0,Basavanagudi,Bakery,300,Delivery
216,No,No,3.73178,0,JP Nagar,Dessert Parlor,200,Delivery
217,No,No,3.6,16,Mysore Road,Quick Bites,300,Delivery
218,No,No,3.7,217,Basavanagudi,Casual Dining,450,Delivery
219,No,No,3.6,46,Basavanagudi,Quick Bites,450,Delivery
220,No,No,3.8,148,Basavanagudi,Quick Bites,150,Delivery
221,No,No,3.4,30,Basavanagudi,Dessert Parlor,250,Delivery
222,No,No,3.6,8,Mysore Road,Casual Dining,800,Delivery
223,No,No,3.3,4,Jayanagar,Quick Bites,250,Delivery
224,No,No,3.5,15,Basavanagudi,Other,400,Delivery
225,No,No,3.73178,0,Basavanagudi,Quick Bites,100,Delivery
226,No,No,3.73178,0,Jayanagar,Quick Bites,200,Delivery
227,No,No,3.73178,0,Vijay Nagar,Quick Bites,350,Delivery
228,Yes,No,3.7,31,Mysore Road,Quick Bites,300,Delivery
229,Yes,No,2.9,177,Jayanagar,Casual Dining,700,Delivery
230,Yes,No,3.7,22,Basavanagudi,Other,250,Delivery
231,Yes,No,3.5,10,Kumaraswamy Layout,Other,100,Delivery
232,Yes,No,3.7,136,Banashankari,Quick Bites,600,Delivery
233,Yes,No,2.9,35,Kumaraswamy Layout,Quick Bites,250,Delivery
234,Yes,No,4.1,185,Jayanagar,Quick Bites,200,Delivery
235,Yes,No,3.2,17,Jayanagar,Cafe,900,Delivery
236,Yes,No,3.8,155,Mysore Road,Casual Dining,400,Delivery
237,Yes,No,3.8,42,Banashankari,Quick Bites,300,Delivery
238,Yes,No,3.8,286,Basavanagudi,Casual Dining,600,Delivery
239,Yes,No,3.8,160,Banashankari,Casual Dining,700,Delivery
240,Yes,No,3.8,59,Banashankari,Casual Dining,750,Delivery
241,Yes,No,3.5,90,Jayanagar,Casual Dining,500,Delivery
242,Yes,No,3.7,51,Kumaraswamy Layout,Quick Bites,350,Delivery
243,Yes,No,4.0,89,Jayanagar,Quick Bites,200,Delivery
244,Yes,No,3.6,18,Banashankari,Quick Bites,250,Delivery
245,Yes,No,3.9,40,Basavanagudi,Casual Dining,600,Delivery
246,Yes,No,2.5,35,Basavanagudi,Quick Bites,200,Delivery
247,Yes,No,3.4,89,Jayanagar,Quick Bites,250,Delivery
248,Yes,No,3.2,11,Basavanagudi,Quick Bites,150,Delivery
249,Yes,No,3.6,62,Banashankari,Other,600,Delivery
250,Yes,No,3.9,33,Jayanagar,Dessert Parlor,300,Delivery
251,Yes,No,3.8,32,Jayanagar,Other,250,Delivery
252,Yes,No,4.1,139,Jayanagar,Casual Dining,550,Delivery
253,Yes,No,3.2,154,Vijay Nagar,Quick Bites,300,Delivery
254,Yes,No,3.6,14,Banashankari,Bakery,350,Delivery
255,Yes,No,3.7,237,Banashankari,Quick Bites,200,Delivery
256,Yes,No,3.9,388,Banashankari,Casual Dining,650,Delivery
257,Yes,No,3.9,128,Kumaraswamy Layout,Casual Dining,500,Delivery
258,Yes,Yes,4.1,1875,Jayanagar,Casual Dining,1200,Delivery
259,Yes,No,3.8,90,Banashankari,Cafe,650,Delivery
260,Yes,No,3.1,7,Kumaraswamy Layout,Quick Bites,250,Delivery
261,Yes,No,4.2,179,Banashankari,Delivery,600,Delivery
262,Yes,No,4.0,43,Basavanagudi,Dessert Parlor,250,Delivery
263,Yes,No,4.3,275,Basavanagudi,Quick Bites,100,Delivery
264,Yes,No,3.7,323,Jayanagar,Casual Dining,850,Delivery
265,Yes,No,3.9,18,Basavanagudi,Quick Bites,200,Delivery
266,Yes,No,3.3,6,Basavanagudi,Quick Bites,100,Delivery
267,Yes,No,3.73178,0,Basavanagudi,Dessert Parlor,100,Delivery
268,Yes,No,4.3,322,Jayanagar,Casual Dining,400,Delivery
269,Yes,No,2.6,157,Jayanagar,Cafe,450,Delivery
270,Yes,No,3.9,543,Basavanagudi,Quick Bites,300,Delivery
271,Yes,No,3.7,180,Banashankari,Cafe,500,Delivery
272,Yes,No,4.2,444,Basavanagudi,Quick Bites,100,Delivery
273,Yes,No,3.9,134,Jayanagar,Quick Bites,400,Delivery
274,Yes,No,3.8,577,Jayanagar,Casual Dining,900,Delivery
275,Yes,No,4.2,60,Banashankari,Quick Bites,200,Delivery
276,Yes,No,3.9,144,Jayanagar,Casual Dining,550,Delivery
277,Yes,No,4.1,787,Banashankari,Casual Dining,800,Delivery
278,Yes,No,3.6,16,Basavanagudi,Quick Bites,200,Delivery
279,Yes,No,3.6,84,Banashankari,Quick Bites,250,Delivery
280,Yes,No,3.6,95,Banashankari,Quick Bites,150,Delivery
281,Yes,Yes,4.0,349,Banashankari,Casual Dining,1200,Delivery
282,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,400,Delivery
283,Yes,No,4.1,216,Basavanagudi,Cafe,500,Delivery
284,Yes,No,3.73178,0,Kumaraswamy Layout,Casual Dining,400,Delivery
285,Yes,No,4.0,324,Banashankari,Cafe,700,Delivery
286,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,400,Delivery
287,Yes,No,3.9,133,Banashankari,Cafe,800,Delivery
288,Yes,No,2.8,45,Banashankari,Casual Dining,800,Delivery
289,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,300,Delivery
290,Yes,No,3.8,75,Banashankari,Quick Bites,200,Delivery
291,Yes,No,4.0,53,Rajarajeshwari Nagar,Delivery,600,Delivery
292,Yes,Yes,4.2,815,Jayanagar,Casual Dining,900,Delivery
293,Yes,Yes,4.0,633,Banashankari,Casual Dining,800,Delivery
294,Yes,No,3.5,56,Jayanagar,Dessert Parlor,400,Delivery
295,Yes,No,3.0,82,Banashankari,Quick Bites,300,Delivery
296,Yes,No,3.7,35,Jayanagar,Quick Bites,200,Delivery
297,Yes,No,3.6,20,Basavanagudi,Quick Bites,150,Delivery
298,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,250,Delivery
299,Yes,No,3.9,70,Banashankari,Dessert Parlor,400,Delivery
300,Yes,No,3.9,91,Jayanagar,Cafe,300,Delivery
301,Yes,No,3.6,45,Jayanagar,Quick Bites,200,Delivery
302,Yes,No,3.4,7,Banashankari,Quick Bites,250,Delivery
303,Yes,No,3.8,28,Banashankari,Quick Bites,150,Delivery
304,Yes,No,3.6,24,Banashankari,Casual Dining,600,Delivery
305,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,200,Delivery
306,Yes,No,3.5,11,Jayanagar,Quick Bites,200,Delivery
307,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,650,Delivery
308,Yes,No,3.2,8,Banashankari,Other,100,Delivery
309,Yes,No,3.7,14,Jayanagar,Quick Bites,100,Delivery
310,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,600,Delivery
311,Yes,No,4.1,130,Jayanagar,Cafe,650,Delivery
312,Yes,No,4.1,30,Jayanagar,Other,100,Delivery
313,Yes,No,3.8,144,Banashankari,Cafe,700,Delivery
314,Yes,No,3.4,11,Basavanagudi,Other,800,Delivery
315,Yes,No,3.7,133,Jayanagar,Casual Dining,700,Delivery
316,Yes,No,4.0,136,Jayanagar,Quick Bites,350,Delivery
317,Yes,No,3.1,4,Basavanagudi,Quick Bites,200,Delivery
318,Yes,No,3.5,11,Basavanagudi,Other,200,Delivery
319,Yes,No,3.8,74,Basavanagudi,Quick Bites,300,Delivery
320,Yes,No,3.7,30,Basavanagudi,Quick Bites,300,Delivery
321,Yes,No,3.0,7,Basavanagudi,Quick Bites,200,Delivery
322,Yes,No,3.8,75,Banashankari,Other,200,Delivery
323,Yes,No,3.7,54,Basavanagudi,Cafe,600,Delivery
324,Yes,No,3.6,23,Basavanagudi,Other,100,Delivery
325,Yes,No,3.2,119,Banashankari,Casual Dining,400,Delivery
326,Yes,No,3.7,73,Banashankari,Quick Bites,400,Delivery
327,Yes,No,3.4,58,Basavanagudi,Cafe,400,Delivery
328,Yes,No,3.6,129,Banashankari,Casual Dining,600,Delivery
329,Yes,No,3.6,24,Banashankari,Quick Bites,250,Delivery
330,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,400,Delivery
331,Yes,No,3.7,21,Mysore Road,Quick Bites,300,Delivery
332,Yes,No,3.5,41,South Bangalore,Other,400,Delivery
333,Yes,No,3.6,35,Jayanagar,Quick Bites,300,Delivery
334,Yes,No,4.1,176,Basavanagudi,Casual Dining,800,Delivery
335,Yes,No,3.5,45,Banashankari,Other,300,Delivery
336,Yes,No,3.7,47,Jayanagar,Other,400,Delivery
337,Yes,Yes,3.7,36,Jayanagar,Casual Dining,650,Delivery
338,Yes,No,3.8,52,Kumaraswamy Layout,Other,400,Delivery
339,Yes,No,2.7,123,Banashankari,Quick Bites,200,Delivery
340,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,700,Delivery
341,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,300,Delivery
342,Yes,No,3.8,101,Banashankari,Quick Bites,400,Delivery
343,Yes,No,3.7,54,Banashankari,Other,400,Delivery
344,Yes,No,3.73178,0,Banashankari,Quick Bites,200,Delivery
345,Yes,No,3.6,22,Basavanagudi,Quick Bites,200,Delivery
346,Yes,No,3.1,31,Banashankari,Other,250,Delivery
347,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,500,Delivery
348,Yes,No,3.4,6,Jayanagar,Other,100,Delivery
349,Yes,No,3.0,22,Basavanagudi,Quick Bites,250,Delivery
350,Yes,No,2.9,11,Banashankari,Quick Bites,500,Delivery
351,Yes,No,3.9,101,Basavanagudi,Quick Bites,150,Delivery
352,Yes,Yes,4.1,442,Jayanagar,Other,1200,Delivery
353,Yes,No,3.5,155,Basavanagudi,Quick Bites,400,Delivery
354,Yes,No,3.4,12,Banashankari,Other,150,Delivery
355,Yes,No,3.6,15,Basavanagudi,Quick Bites,100,Delivery
356,Yes,No,3.5,10,Basavanagudi,Quick Bites,200,Delivery
357,Yes,No,3.8,25,Banashankari,Quick Bites,300,Delivery
358,Yes,No,3.8,61,Banashankari,Quick Bites,300,Delivery
359,Yes,No,3.8,25,Basavanagudi,Quick Bites,350,Delivery
360,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,200,Delivery
361,Yes,No,3.3,4,Basavanagudi,Quick Bites,100,Delivery
362,Yes,No,3.4,8,Basavanagudi,Quick Bites,150,Delivery
363,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,300,Delivery
364,Yes,No,3.3,10,Basavanagudi,Quick Bites,200,Delivery
365,Yes,No,3.4,6,Basavanagudi,Quick Bites,300,Delivery
366,Yes,No,3.8,53,Jayanagar,Quick Bites,250,Delivery
367,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,700,Delivery
368,Yes,No,2.9,23,Jayanagar,Other,250,Delivery
369,Yes,No,3.4,19,Banashankari,Quick Bites,200,Delivery
370,Yes,No,3.6,24,Banashankari,Quick Bites,300,Delivery
371,Yes,No,4.0,232,Jayanagar,Quick Bites,400,Delivery
372,Yes,No,3.9,221,Jayanagar,Casual Dining,700,Delivery
373,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar",1200,Delivery
374,Yes,No,3.7,93,Basavanagudi,Quick Bites,200,Delivery
375,Yes,No,3.9,233,Jayanagar,Casual Dining,800,Delivery
376,Yes,No,3.9,211,Jayanagar,Casual Dining,500,Delivery
377,Yes,No,4.0,1778,Jayanagar,Quick Bites,200,Delivery
378,Yes,No,3.6,218,Vijay Nagar,Casual Dining,800,Delivery
379,Yes,No,3.7,514,Basavanagudi,Cafe,600,Delivery
380,Yes,Yes,4.0,866,Jayanagar,Casual Dining,900,Delivery
381,Yes,No,3.2,96,Kumaraswamy Layout,Quick Bites,400,Delivery
382,Yes,No,3.5,80,Banashankari,Quick Bites,250,Delivery
383,Yes,No,4.0,73,Basavanagudi,Bakery,300,Delivery
384,Yes,No,3.9,84,Jayanagar,Other,400,Delivery
385,Yes,No,3.5,88,Banashankari,Quick Bites,350,Delivery
386,Yes,No,3.5,179,Banashankari,Casual Dining,600,Delivery
387,Yes,No,3.8,61,Basavanagudi,Quick Bites,100,Delivery
388,Yes,No,3.8,339,Jayanagar,Quick Bites,400,Delivery
389,Yes,No,4.1,449,Basavanagudi,Quick Bites,100,Delivery
390,Yes,No,4.1,210,Jayanagar,Other,150,Delivery
391,Yes,No,3.7,57,Basavanagudi,Quick Bites,200,Delivery
392,Yes,No,3.0,213,Banashankari,Quick Bites,400,Delivery
393,Yes,No,3.2,208,Jayanagar,Other,250,Delivery
394,Yes,No,3.8,70,Banashankari,Quick Bites,100,Delivery
395,Yes,No,4.0,219,Basavanagudi,Cafe,600,Delivery
396,Yes,No,3.7,59,Banashankari,Quick Bites,200,Delivery
397,Yes,No,3.1,10,Banashankari,Quick Bites,500,Delivery
398,Yes,No,3.0,9,Kumaraswamy Layout,Quick Bites,400,Delivery
399,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,750,Delivery
400,Yes,No,3.7,19,Kumaraswamy Layout,Quick Bites,100,Delivery
401,Yes,No,3.73178,0,Jayanagar,"Takeaway, Delivery",300,Delivery
402,Yes,No,3.3,4,Basavanagudi,Quick Bites,150,Delivery
403,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,150,Delivery
